subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation
lala 17 2.4 second second 18 1 257 -6.6 -7.955999 -2.40000009536743 0.25 0 1
lala 18 4.8 second first 18 1 258 -6.6 -3.155999 2.23999643325806 0.25 0 -1
lala 12 0.075 first second 7 1 259 8 7.115001 2.27999639511108 -0.25 1 -1
lala 7 0.6 first first 1 1 260 -8 -5.240001 4.41999435424805 -0.25 1 1
lala 7 0.3 first second 3 1 261 -6.6 -6.678 6.48001337051392 -0.25 1 -1
lala 13 0.6 second second 21 1 262 6.6 3.378 -2.40000009536743 0.25 1 1
lala 13 0.15 second first 23 1 263 8 7.789999 -2.40000009536743 0.25 1 -1
lala 13 0.15 second second 12 1 264 6.6 6.906 4.45999431610107 0 0 1
lala 6 0.3 first first 15 1 265 8 13.94 0.579997777938843 0 1 1
lala 14 0.15 first second 23 1 266 8 7.94 0.819997549057007 0.25 1 -1
lala 15 0.0375 second second 13 1 267 6.6 4.9905 -2.40000009536743 0 1 1
lala 8 0.3 second second 3 1 268 -6.6 -6.978001 5.71999597549438 -0.25 1 1
lala 18 0.3 first second 16 1 269 -8 -5.579999 1.19999718666077 0.25 0 -1
lala 12 0.0375 first first 0 1 270 -8 -5.73 1.51999688148499 -0.25 0 1
lala 17 0.01875 first second 10 1 271 -6.6 -4.11225 2.77999591827393 0 0 -1
lala 14 9.6 first first 9 1 272 -8 10.66 0.579997777938843 0 1 1
lala 10 4.8 first second 2 1 273 -6.6 -11.556 0.919997453689575 -0.25 0 -1
lala 7 1.2 second first 8 1 274 -8 -4.080001 1.73999691009521 0 0 -1
lala 14 0.6 second first 21 1 275 6.6 2.778 1.49999690055847 0.25 1 -1
lala 6 0.6 first second 22 1 276 8 2.88 1.17999720573425 0.25 0 -1
lala 8 1.2 first second 8 1 277 -8 -5.280001 1.25999712944031 0 0 -1
lala 13 0.075 first first 7 1 278 8 7.190001 1.21999716758728 -0.25 1 1
lala 11 2.4 first first 2 1 279 -6.6 -13.956 3.69999504089355 -0.25 0 1
lala 7 0.3 first second 5 1 280 6.6 6.678 0.799997568130493 -0.25 1 -1
lala 8 1.2 first first 6 1 281 8 5.28 2.61999607086182 -0.25 0 1
lala 15 19.2 first first 9 1 282 -8 29.86 4.17999458312988 0 1 1
lala 10 0.075 second first 4 1 283 6.6 5.105999 -2.40000009536743 -0.25 0 -1
lala 9 0.15 first first 3 1 284 -6.6 -6.828001 1.97999668121338 -0.25 1 1
lala 17 0.15 first second 14 1 285 8 4.23 1.99999666213989 0 0 -1
lala 14 0.075 first second 12 1 286 6.6 6.831 0.599997758865356 0 0 -1
lala 13 0.0375 second second 19 1 287 -6.6 -6.5655 1.57999682426453 0.25 1 1
lala 12 1.2 second first 20 1 288 6.6 5.556 1.93999671936035 0.25 0 -1
lala 18 0.01875 first first 10 1 289 -6.6 -4.131001 2.69999599456787 0 0 1
lala 13 0.6 first first 20 1 290 6.6 6.156 1.97999668121338 0.25 0 1
lala 19 0.3 first first 16 1 291 -8 -5.88 0.679997682571411 0.25 0 1
lala 8 0.6 second first 1 1 292 -8 -4.640001 0.559997797012329 -0.25 1 -1
lala 9 2.4 first first 8 1 293 -8 -7.680001 1.01999735832214 0 0 1
lala 8 0.3 first second 5 1 294 6.6 6.978001 0.639997720718384 -0.25 1 -1
lala 9 1.2 second first 6 1 295 8 4.08 -2.40000009536743 -0.25 0 -1
lala 20 0.15 first second 16 1 296 -8 -5.73 1.17999720573425 0.25 0 -1
lala 19 0.009375 first first 10 1 297 -6.6 -4.121625 1.45999693870544 0 0 1
lala 15 0.3 first second 21 1 298 6.6 3.078 2.37999629974365 0.25 1 -1
lala 10 0.6 first first 6 1 299 8 4.68 4.43999433517456 -0.25 0 1
lala 9 0.3 second second 5 1 300 6.6 7.278001 1.33999705314636 -0.25 1 1
lala 18 0.075 second first 14 1 301 8 4.305 -2.40000009536743 0 0 -1
lala 14 0.3 second second 20 1 302 6.6 5.855999 -2.40000009536743 0.25 0 1
lala 19 0.15 first first 17 1 303 -8 -6.327501 1.43999695777893 0.25 1 1
lala 7 0.6 first first 22 1 304 8 3.48 1.29999709129334 0.25 0 1
lala 19 2.4 first second 18 1 305 -6.6 -5.555999 3.11999559402466 0.25 0 -1
