subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation
lala 12 0.3 first second 21 1 227 6.6 3.978001 0.859997510910034 0.2 1 -1
lala 11 0.075 first first 0 1 228 -8 -5.355001 0.719997644424438 -0.2 0 1
lala 9 0.3 second second 7 1 229 8 4.940001 0.739997625350952 -0.2 1 1
lala 9 0.3 second first 14 1 230 8 3.780001 2.03999662399292 0 0 -1
lala 7 1.2 second second 5 1 231 6.6 5.178 0.599997758865356 -0.2 1 1
lala 12 0.075 first first 0 1 232 -8 -5.280001 0.559997797012329 -0.2 0 1
lala 12 0.075 first second 15 1 233 8 5.165001 1.97999668121338 0 1 -1
lala 10 0.075 second second 12 1 234 6.6 4.881 0.279998064041138 0 0 1
lala 9 0.3 second second 9 1 235 -8 -5.840002 0.299998044967651 0 1 1
lala 8 0.3 second second 10 1 236 -6.6 -5.255999 3.13999557495117 0 0 1
lala 10 0.075 second first 22 1 237 8 5.205001 1.37999701499939 0.2 0 -1
lala 13 0.075 second second 15 1 238 8 5.240001 0.439997911453247 0 1 1
lala 16 0.0375 first first 20 1 239 6.6 4.9935 1.75999689102173 0.2 0 1
lala 11 0.0375 second first 12 1 240 6.6 4.8435 0.859997510910034 0 0 -1
lala 12 0.075 first second 18 1 241 -6.6 -6.231 1.11999726295471 0.2 0 -1
lala 14 0.15 second first 19 1 242 -6.6 -6.228 6.64001703262329 0.2 1 -1
lala 10 0.15 second second 8 1 243 -8 -6.030001 1.01999735832214 0 0 1
lala 10 0.15 second second 9 1 244 -8 -5.690001 0.319998025894165 0 1 1
lala 6 1.2 second first 23 1 245 8 5.840001 0.519997835159302 0.2 1 -1
lala 17 0.075 second first 20 1 246 6.6 4.9185 1.31999707221985 0.2 0 -1
lala 10 0.075 first second 2 1 247 -6.6 -4.656 2.07999658584595 -0.2 0 -1
lala 18 0.0375 second second 20 1 248 6.6 4.956 0.299998044967651 0.2 0 1
lala 12 0.01875 first first 12 1 249 6.6 4.86225 0.719997644424438 0 0 1
lala 10 0.15 second first 7 1 250 8 4.790001 0.299998044967651 -0.2 1 -1
lala 13 0.6 second first 17 1 251 -8 -5.840001 2.37999629974365 0.2 1 -1
lala 7 1.2 second second 23 1 252 8 7.040001 1.25999712944031 0.2 1 1
lala 13 0.0375 first second 18 1 253 -6.6 -6.2685 0.979997396469116 0.2 0 -1
lala 13 0.075 first second 0 1 254 -8 -5.205001 0.459997892379761 -0.2 0 -1
lala 8 0.6 second first 1 1 255 -8 -4.640001 0.61999773979187 -0.2 1 -1
lala 11 0.6 first first 11 1 256 -6.6 -5.178 0.419997930526733 0 1 1
lala 9 0.6 second first 10 1 257 -6.6 -4.655999 0.339998006820679 0 0 -1
lala 14 0.0375 second second 15 1 258 8 5.202501 0.539997816085815 0 1 1
lala 9 0.3 first second 1 1 259 -8 -4.940001 0.539997816085815 -0.2 1 -1
lala 8 0.6 second second 23 1 260 8 6.440001 0.299998044967651 0.2 1 1
