subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation
lala 7 0.6 second first 16 1 151 -8 -4.680001 -2.40000009536743 0.25 0 -1
lala 12 0.3 first first 15 1 152 8 5.24 0.779997587203979 0 1 1
lala 7 0.3 first first 7 1 153 8 11.84 11.3401246070862 -0.25 1 1
lala 7 4.8 first second 4 1 154 6.6 -5.244 19.3403067588806 -0.25 0 -1
lala 9 0.6 second first 21 1 155 6.6 3.978001 1.17999720573425 0.25 1 -1
lala 8 0.15 first first 7 1 156 8 11.69 0.299998044967651 -0.25 1 1
lala 6 0.3 first second 1 1 157 -8 -9.740001 0.919997453689575 -0.25 1 -1
lala 8 2.4 second first 4 1 158 6.6 -2.844 -2.40000009536743 -0.25 0 -1
lala 8 0.3 second first 16 1 159 -8 -4.980001 0.799997568130493 0.25 0 -1
lala 7 0.15 second second 1 1 160 -8 -9.89 -2.40000009536743 -0.25 1 1
lala 7 9.6 second second 13 1 161 6.6 -11.622 -2.40000009536743 0 1 1
lala 11 0.6 first first 0 1 162 -8 -5.58 1.8599967956543 -0.25 0 1
lala 11 4.8 first second 19 1 163 -6.6 1.422 2.33999633789063 0.25 1 -1
lala 9 0.15 first second 7 1 164 8 11.54 0.959997415542603 -0.25 1 -1
lala 9 0.3 second first 16 1 165 -8 -5.280001 3.13999557495117 0.25 0 -1
lala 12 2.4 second first 19 1 166 -6.6 -0.9779997 0.739997625350952 0.25 1 -1
lala 9 0.075 second first 22 1 167 8 6.405 1.15999722480774 0.25 0 -1
lala 9 2.4 second first 4 1 168 6.6 -0.4440002 -2.40000009536743 -0.25 0 -1
lala 8 2.4 second first 11 1 169 -6.6 -2.778 -2.40000009536743 0 1 -1
lala 10 0.075 first first 7 1 170 8 11.615 0.939997434616089 -0.25 1 1
lala 10 0.3 first second 21 1 171 6.6 4.278001 0.639997720718384 0.25 1 -1
lala 9 2.4 first second 11 1 172 -6.6 -5.178 2.95999574661255 0 1 -1
lala 13 0.3 second second 15 1 173 8 4.94 0.579997777938843 0 1 1
lala 4 1.2 second first 10 1 174 -6.6 -3.156 0.699997663497925 0 0 -1
lala 3 1.2 second second 23 1 175 8 10.64 0.61999773979187 0.25 1 1
lala 14 0.3 second first 15 1 176 8 4.64 -2.40000009536743 0 1 -1
lala 13 0.075 second first 9 1 177 -8 -8.315001 -2.40000009536743 0 1 -1
lala 4 1.2 second first 20 1 178 6.6 5.556 -2.40000009536743 0.25 0 -1
lala 11 0.0375 second second 7 1 179 8 11.5775 3.1799955368042 -0.25 1 1
lala 7 0.15 first second 14 1 180 8 4.53 0.819997549057007 0 0 -1
lala 7 0.6 first first 3 1 181 -6.6 -7.578 1.31999707221985 -0.25 1 1
lala 8 0.075 first second 1 1 182 -8 -9.815001 0.639997720718384 -0.25 1 -1
lala 6 1.2 first first 6 1 183 8 7.679999 4.15999460220337 -0.25 0 1
lala 14 0.0375 first second 9 1 184 -8 -8.352501 0.699997663497925 0 1 -1
lala 5 0.6 first second 10 1 185 -6.6 -3.756 3.31999540328979 0 0 -1
lala 5 1.2 first second 18 1 186 -6.6 -4.356 4.95999383926392 0.25 0 -1
lala 6 2.4 first second 18 1 187 -6.6 -6.756 0.539997816085815 0.25 0 -1
lala 11 0.3 first second 21 1 188 6.6 4.578001 3.0399956703186 0.25 1 -1
lala 5 0.6 first first 2 1 189 -6.6 -7.355999 0.439997911453247 -0.25 0 1
lala 10 4.8 second second 11 1 190 -6.6 -9.978001 0.799997568130493 0 1 1
lala 7 2.4 second first 5 1 191 6.6 2.778 -2.40000009536743 -0.25 1 -1
lala 5 0.6 first second 20 1 192 6.6 6.156 0.719997644424438 0.25 0 -1
lala 15 0.0375 first first 9 1 193 -8 -8.390001 2.67999601364136 0 1 1
lala 12 0.3 first second 21 1 194 6.6 4.878001 1.87999677658081 0.25 1 -1
lala 9 0.3 first first 12 1 195 6.6 6.156 1.03999733924866 0 0 1
lala 10 0.075 first second 22 1 196 8 6.48 0.499997854232788 0.25 0 -1
lala 8 19.2 second second 13 1 197 6.6 -30.822 1.27999711036682 0 1 1
lala 12 0.0375 second second 7 1 198 8 11.54 -2.40000009536743 -0.25 1 1
lala 13 2.4 first second 19 1 199 -6.6 -3.378 3.19999551773071 0.25 1 -1
lala 11 2.4 first second 11 1 200 -6.6 -7.578001 1.43999695777893 0 1 -1
lala 9 38.4 second second 13 1 201 6.6 -69.222 2.2999963760376 0 1 1
lala 14 2.4 first first 19 1 202 -6.6 -5.778 1.3999969959259 0.25 1 1
lala 6 0.6 first first 2 1 203 -6.6 -6.756 1.01999735832214 -0.25 0 1
lala 3 1.2 first second 17 1 204 -8 -8.240001 3.09999561309814 0.25 1 -1
lala 6 0.6 first first 10 1 205 -6.6 -4.356 2.99999570846558 0 0 1
lala 12 0.6 first first 0 1 206 -8 -4.98 1.37999701499939 -0.25 0 1
lala 13 0.6 first second 0 1 207 -8 -4.380001 1.91999673843384 -0.25 0 -1
lala 16 0.01875 first first 9 1 208 -8 -8.371251 45.7209105491638 0 1 1
lala 10 0.15 first first 12 1 209 6.6 6.006 2.01999664306641 0 0 1
lala 7 0.3 first second 10 1 210 -6.6 -4.056 1.21999716758728 0 0 -1
lala 8 0.3 second second 3 1 211 -6.6 -7.278 -2.40000009536743 -0.25 1 1
lala 10 2.4 second first 4 1 212 6.6 1.956 -2.40000009536743 -0.25 0 -1
lala 14 0.3 first second 0 1 213 -8 -4.680001 1.07999730110168 -0.25 0 -1
lala 11 0.075 first first 22 1 214 8 6.554999 3.07999563217163 0.25 0 1
lala 13 0.0375 first first 7 1 215 8 11.5025 0.779997587203979 -0.25 1 1
lala 6 0.6 first first 20 1 216 6.6 6.756 3.13999557495117 0.25 0 1
lala 7 0.3 first second 20 1 217 6.6 6.455999 0.519997835159302 0.25 0 -1
lala 14 0.075 first second 7 1 218 8 11.4275 0.819997549057007 -0.25 1 -1
lala 7 1.2 first second 6 1 219 8 6.48 3.11999559402466 -0.25 0 -1
lala 4 1.2 first first 17 1 220 -8 -9.440001 2.07999658584595 0.25 1 1
lala 8 0.15 first first 14 1 221 8 4.68 3.31999540328979 0 0 1
lala 9 0.3 first first 3 1 222 -6.6 -6.978 1.35999703407288 -0.25 1 1
lala 9 0.0375 first second 1 1 223 -8 -9.852501 4.39999437332153 -0.25 1 -1
lala 12 0.0375 first second 22 1 224 8 6.517499 1.5399968624115 0.25 0 -1
lala 8 2.4 first first 5 1 225 6.6 5.178 1.95999670028687 -0.25 1 1
lala 10 0.0375 second second 1 1 226 -8 -9.890001 -2.40000009536743 -0.25 1 1
